city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Kāmārhāti,Kamarhati,22.67,88.37,India,IN,IND,West Bengal,,330211,1356676559
Barkot,Barkot,30.8086,78.206,India,IN,IND,Uttarākhand,,330086,1356083312
Campīernagar,Campiernagar,27.1,83.2833,India,IN,IND,Uttar Pradesh,,329104,1356103973
Bijāpur,Bijapur,16.8244,75.7154,India,IN,IND,Karnātaka,,327427,1356499139
Ratnāgiri,Ratnagiri,16.9833,73.3,India,IN,IND,Mahārāshtra,,327120,1356990175
Rāmpur,Rampur,28.788,79.019,India,IN,IND,Uttar Pradesh,,325248,1356666569
Shimoga,Shimoga,13.9167,75.5667,India,IN,IND,Karnātaka,,322650,1356016156
Bārh,Barh,25.48,85.72,India,IN,IND,Bihār,,320000,1356021648
Hāpur,Hapur,28.73,77.7755,India,IN,IND,Uttar Pradesh,,317004,1356820012
Pattikād,Pattikad,10.5354,76.2115,India,IN,IND,Kerala,,315957,1356510769
Trichūr,Trichur,10.52,76.21,India,IN,IND,Kerala,,315596,1356589298
Barddhamān,Barddhaman,23.25,87.85,India,IN,IND,West Bengal,,314265,1356062166
Kulti,Kulti,23.73,86.8399,India,IN,IND,West Bengal,,313809,1356058458
Panvel,Panvel,18.98,73.1,India,IN,IND,Mahārāshtra,,311434,1356424574
Nizāmābād,Nizamabad,18.672,78.094,India,IN,IND,Telangāna,,311152,1356242168
Parbhani,Parbhani,19.2667,76.7833,India,IN,IND,Mahārāshtra,,307170,1356632842
Hisar,Hisar,29.1489,75.7367,India,IN,IND,Haryāna,,307024,1356004790
Oulgaret,Oulgaret,11.957,79.7737,India,IN,IND,Tamil Nādu,,300104,1356242623
Ingrāj Bāzār,Ingraj Bazar,25.0045,88.1457,India,IN,IND,West Bengal,,300088,1356142829
Yelahanka,Yelahanka,13.1139,77.5983,India,IN,IND,Karnātaka,,300000,1356308936
Bihār,Bihar,25.2,85.52,India,IN,IND,Bihār,,297268,1356002333
Darbhanga,Darbhanga,26.157,85.8995,India,IN,IND,Bihār,,296039,1356846195
Idar,Idar,23.83,73,India,IN,IND,Gujarāt,,295971,1356039967
Sikandarābād,Sikandarabad,28.4495,77.6942,India,IN,IND,Uttar Pradesh,,294858,1356989226
Pānīpat,Panipat,29.3875,76.97,India,IN,IND,Haryāna,,294150,1356526780
Sibsāgar,Sibsagar,26.98,94.63,India,IN,IND,Assam,,293871,1356506584
Āīzawl,Aizawl,23.7333,92.7167,India,IN,IND,Mizoram,admin,293416,1356342768
Bāli,Bali,22.65,88.34,India,IN,IND,West Bengal,,293373,1356113138
Ghāndīnagar,Ghandinagar,23.223,72.65,India,IN,IND,Gujarāt,admin,292167,1356140914
Farrukhābād,Farrukhabad,27.3914,79.5792,India,IN,IND,Uttar Pradesh,,291374,1356776384
Surajgarha,Surajgarha,25.25,86.23,India,IN,IND,Bihār,,290998,1356762117
Nāgercoil,Nagercoil,8.1875,77.4294,India,IN,IND,Tamil Nādu,,289916,1356051733
Dewās,Dewas,22.9667,76.0667,India,IN,IND,Madhya Pradesh,,289550,1356065731
Sonpur,Sonpur,25.6934,85.1718,India,IN,IND,Bihār,,288102,1356149014
Chunchura,Chunchura,22.8956,88.4025,India,IN,IND,West Bengal,,288090,1356979106
Ichalkaranji,Ichalkaranji,16.7,74.47,India,IN,IND,Mahārāshtra,,287570,1356651502
Tirupati,Tirupati,13.65,79.42,India,IN,IND,Andhra Pradesh,,287482,1356362995
Karnāl,Karnal,29.69,76.9883,India,IN,IND,Haryāna,,286974,1356145204
Bhatinda,Bhatinda,30.2133,74.9519,India,IN,IND,Punjab,,285813,1356343054
Jālna,Jalna,19.8333,75.8833,India,IN,IND,Mahārāshtra,,285577,1356730545
Satna,Satna,24.5984,80.8281,India,IN,IND,Madhya Pradesh,,283004,1356008295
Mau,Mau,25.9417,83.5611,India,IN,IND,Uttar Pradesh,,278745,1356238859
Bārāsat,Barasat,22.7191,88.4826,India,IN,IND,West Bengal,,278435,1356644721
Sonīpat,Sonipat,28.9958,77.0114,India,IN,IND,Haryāna,,277053,1356648808
Saugor,Saugor,23.8389,78.7386,India,IN,IND,Madhya Pradesh,,274556,1356781800
Ratlām,Ratlam,23.3167,75.0667,India,IN,IND,Madhya Pradesh,,273892,1356241663
Handwāra,Handwara,34.4,74.28,India,IN,IND,Jammu and Kashmīr,,269311,1356080179
Drug,Drug,21.1915,81.2762,India,IN,IND,Chhattīsgarh,,268806,1356910418
Imphāl,Imphal,24.82,93.95,India,IN,IND,Manipur,admin,268243,1356107172
Anantapur,Anantapur,14.6833,77.6,India,IN,IND,Andhra Pradesh,,267161,1356296545
Rānipet,Ranipet,12.9333,79.3833,India,IN,IND,Tamil Nādu,,264330,1356874157
Arrah,Arrah,25.5631,84.6711,India,IN,IND,Bihār,,261430,1356085605
Sivakāsi,Sivakasi,9.45,77.8,India,IN,IND,Tamil Nādu,,260047,1356111487
Kollaka,Kollaka,9.2547,76.5883,India,IN,IND,Kerala,,257519,1356160707
Etāwah,Etawah,26.77,79.03,India,IN,IND,Uttar Pradesh,,256838,1356241312
Shegaon,Shegaon,20.7833,76.6833,India,IN,IND,Mahārāshtra,,256466,1356687763
Tuni,Tuni,17.35,82.55,India,IN,IND,Andhra Pradesh,,254425,1356073049
Amarnāth,Amarnath,19.209,73.186,India,IN,IND,Mahārāshtra,,253475,1356251326
Rāpar,Rapar,23.57,70.63,India,IN,IND,Gujarāt,,253137,1356119017
Samāstipur,Samastipur,25.85,85.7667,India,IN,IND,Bihār,,253136,1356801161
Gokāk,Gokak,16.169,74.8239,India,IN,IND,Karnātaka,,253000,1356269894
Nārnaul,Narnaul,28.0444,76.1083,India,IN,IND,Haryāna,,252786,1356512084
Ongole,Ongole,15.5,80.05,India,IN,IND,Andhra Pradesh,,252739,1356385136
Gadda Madiral,Gadda Madiral,18.7519,79.5133,India,IN,IND,Telangāna,,252693,1356055274
Bharatpur,Bharatpur,27.2172,77.49,India,IN,IND,Rājasthān,,252342,1356168278
Begusarai,Begusarai,25.42,86.13,India,IN,IND,Bihār,,252008,1356619346
New Delhi,New Delhi,28.6139,77.2089,India,IN,IND,Delhi,primary,249998,1356215164
Gangānagar,Ganganagar,29.9167,73.8833,India,IN,IND,Rājasthān,,249914,1356431302
Tiruvottiyūr,Tiruvottiyur,13.1667,80.3,India,IN,IND,Tamil Nādu,,249446,1356964110
Rāmnagar,Ramnagar,27.1637,84.3234,India,IN,IND,Bihār,,249102,1356673115
Gāndhīdhām,Gandhidham,23.0681,70.1283,India,IN,IND,Gujarāt,,248705,1356140913
Salūmbar,Salumbar,24.13,74.05,India,IN,IND,Rājasthān,,248337,1356580244
Puducherry,Puducherry,11.93,79.83,India,IN,IND,Puducherry,admin,244377,1356368903
Rāmgundam,Ramgundam,18.8,79.45,India,IN,IND,Telangāna,,242979,1356590864
Saur,Saur,30.17,78.53,India,IN,IND,Uttarākhand,,242285,1356060266
Bansu,Bansu,30.4481,79.0654,India,IN,IND,Uttarākhand,,242285,1356068791
Bawai,Bawai,24.1167,73.3667,India,IN,IND,Rājasthān,,242285,1356906715
Bedūla,Bedula,30.5443,79.1861,India,IN,IND,Uttarākhand,,242285,1356478164
Masaurhi Buzurg,Masaurhi Buzurg,25.21,85.02,India,IN,IND,Bihār,,241216,1356191575
Alleppey,Alleppey,9.4978,76.3286,India,IN,IND,Kerala,,240991,1356293762
Katihār,Katihar,25.5385,87.5704,India,IN,IND,Bihār,,240565,1356099841
Alwāl,Alwal,17.503,78.507,India,IN,IND,Telangāna,,240000,1356947057
Ahor,Ahor,25.367,72.783,India,IN,IND,Rājasthān,,239642,1356319779
Tinkhang,Tinkhang,27.13,95.1,India,IN,IND,Assam,,236571,1356170627
Rewa,Rewa,24.5167,81.2833,India,IN,IND,Madhya Pradesh,,236519,1356642255
Uluberiya,Uluberiya,22.47,88.11,India,IN,IND,West Bengal,,235345,1356354610
Bulandshahr,Bulandshahr,28.4069,77.8497,India,IN,IND,Uttar Pradesh,,235310,1356067648
Rāichūr,Raichur,16.2,77.3506,India,IN,IND,Karnātaka,,234073,1356217280
Mirzāpur,Mirzapur,25.1449,82.5653,India,IN,IND,Uttar Pradesh,,233691,1356427908
Chauhanpatti,Chauhanpatti,25.15,82.6,India,IN,IND,Uttar Pradesh,,233691,1356457777
Cannanore,Cannanore,11.8689,75.3556,India,IN,IND,Kerala,,232486,1356147157
Machilīpatnam,Machilipatnam,16.1667,81.1333,India,IN,IND,Andhra Pradesh,,232000,1356067784
Wāpi,Wapi,20.3667,72.9,India,IN,IND,Gujarāt,,230000,1356248785
Pāli,Pali,25.7725,73.3233,India,IN,IND,Rājasthān,,229956,1356212172
Songadh,Songadh,21.17,73.57,India,IN,IND,Gujarāt,,229782,1356550633
Dhanera,Dhanera,24.52,72.02,India,IN,IND,Gujarāt,,229578,1356117721
Hosūr,Hosur,12.72,77.82,India,IN,IND,Tamil Nādu,,229528,1356829362
Silchar,Silchar,24.8167,92.8,India,IN,IND,Assam,,228985,1356102467
Haridwār,Haridwar,29.9667,78.1667,India,IN,IND,Uttarākhand,,228832,1356090741
Vizianagaram,Vizianagaram,18.1167,83.4167,India,IN,IND,Andhra Pradesh,,228720,1356212761
Pāthardi,Pathardi,19.17,75.18,India,IN,IND,Mahārāshtra,,228279,1356126088
Mel Pālaiyam,Mel Palaiyam,8.7,77.7069,India,IN,IND,Tamil Nādu,,227895,1356249420
Khatīma,Khatima,28.92,79.97,India,IN,IND,Uttarākhand,,227226,1356442679
Petlād,Petlad,22.47,72.8,India,IN,IND,Gujarāt,,227031,1356943594
Pudukkottai,Pudukkottai,10.3833,78.8167,India,IN,IND,Tamil Nādu,,225500,1356619182
Nadiād,Nadiad,22.7,72.87,India,IN,IND,Gujarāt,,225132,1356992385
Tanjore,Tanjore,10.787,79.1378,India,IN,IND,Tamil Nādu,,222943,1356599194
Kichha,Kichha,28.92,79.5,India,IN,IND,Uttarākhand,,221965,1356016973
Katri,Katri,23.48,80.12,India,IN,IND,Madhya Pradesh,,221883,1356636912
Dagarua,Dagarua,25.8,87.64,India,IN,IND,Bihār,,221229,1356757539
Sambhal,Sambhal,28.5852,78.5709,India,IN,IND,Uttar Pradesh,,220813,1356376216
Singrauliya,Singrauliya,24.11,82.39,India,IN,IND,Madhya Pradesh,,220257,1356985698
Naihāti,Naihati,22.89,88.42,India,IN,IND,West Bengal,,217900,1356715598
Jaynagar,Jaynagar,26.5833,86.15,India,IN,IND,Bihār,,217820,1356588241
Yamunānagar,Yamunanagar,30.1289,77.2803,India,IN,IND,Haryāna,,216628,1356846120
Pallāvaram,Pallavaram,12.9677,80.1581,India,IN,IND,Tamil Nādu,,215417,1356057661
Khargone,Khargone,21.49,75.36,India,IN,IND,Madhya Pradesh,,215000,1356728712
Secunderābād,Secunderabad,17.45,78.5,India,IN,IND,Telangāna,,213698,1356779437
Monghyr,Monghyr,25.381,86.465,India,IN,IND,Bihār,,213303,1356280102
Chāpra,Chapra,25.7808,84.7308,India,IN,IND,Bihār,,212955,1356147120
Bhadrāvati,Bhadravati,13.84,75.702,India,IN,IND,Karnātaka,,212073,1356466241
Panchkula,Panchkula,30.6944,76.8503,India,IN,IND,Haryāna,minor,211355,1356152025
Burhānpur,Burhanpur,21.3,76.2267,India,IN,IND,Madhya Pradesh,,210891,1356857493
Kharagpur,Kharagpur,22.3302,87.3237,India,IN,IND,West Bengal,,207604,1356305803
Dindigul,Dindigul,10.369,77.9804,India,IN,IND,Tamil Nādu,,207327,1356106153
Rānīwāra Kalān,Raniwara Kalan,24.75,72.2167,India,IN,IND,Rājasthān,,206831,1356083104
Shimla,Shimla,31.1033,77.1722,India,IN,IND,Himāchal Pradesh,admin,206575,1356962932
Hospet,Hospet,15.2667,76.4,India,IN,IND,Karnātaka,,206167,1356241463
Nāngloi Jāt,Nangloi Jat,28.6833,77.0667,India,IN,IND,Delhi,,205596,1356389587
Māldah,Maldah,25.0044,88.1458,India,IN,IND,West Bengal,,205521,1356350335
Makrāna,Makrana,27.0378,74.7261,India,IN,IND,Rājasthān,,205080,1356115611
Ellore,Ellore,16.7117,81.1031,India,IN,IND,Andhra Pradesh,,203780,1356931882
Deoghar,Deoghar,24.48,86.7,India,IN,IND,Jhārkhand,,203116,1356054191
Mokameh,Mokameh,25.3966,85.9219,India,IN,IND,Bihār,,202411,1356053965
Haldwāni,Haldwani,29.2145,79.5279,India,IN,IND,Uttarākhand,,201461,1356040854
Puri,Puri,19.8,85.8167,India,IN,IND,Odisha,,201026,1356558409
Haldia,Haldia,22.03,88.06,India,IN,IND,West Bengal,,200827,1356491171
Khandwa,Khandwa,21.83,76.33,India,IN,IND,Madhya Pradesh,,200738,1356696980
Nandyāl,Nandyal,15.48,78.48,India,IN,IND,Andhra Pradesh,,200516,1356671879
Morena,Morena,26.4989,77.9953,India,IN,IND,Madhya Pradesh,,200483,1356019851
Kārikāl,Karikal,10.9328,79.8319,India,IN,IND,Puducherry,,200222,1356944544
Karjat,Karjat,18.55,75,India,IN,IND,Mahārāshtra,,200000,1356041311
Kasba Patāspur,Kasba Pataspur,22.0216,87.5423,India,IN,IND,West Bengal,,200000,1356817977
Drabar,Drabar,33.5764,75.2236,India,IN,IND,Jammu and Kashmīr,,199429,1356426484
Amroha,Amroha,28.9044,78.4675,India,IN,IND,Uttar Pradesh,,198471,1356146062
Rānī,Rani,9.3667,76.7667,India,IN,IND,Kerala,,198194,1356296209
Chakradharpur,Chakradharpur,22.7,85.63,India,IN,IND,Jhārkhand,,197953,1356082013
Bhiwāni,Bhiwani,28.7833,76.1333,India,IN,IND,Haryāna,,197662,1356780092
Bhind,Bhind,26.5622,78.7911,India,IN,IND,Madhya Pradesh,,197585,1356023125
Khammam,Khammam,17.25,80.15,India,IN,IND,Telangāna,,196283,1356007170
Madhyamgram,Madhyamgram,22.7,88.45,India,IN,IND,West Bengal,,196127,1356501701
Baharampur,Baharampur,24.1,88.25,India,IN,IND,West Bengal,,195223,1356612685
Ambāla,Ambala,30.3786,76.7725,India,IN,IND,Haryāna,,195153,1356947216
Fatehpur,Fatehpur,25.93,80.8,India,IN,IND,Uttar Pradesh,,193193,1356059135
Rāe Bareli,Rae Bareli,26.2338,81.2336,India,IN,IND,Uttar Pradesh,,191316,1356437243
Mahbūbnagar,Mahbubnagar,16.7333,77.9833,India,IN,IND,Telangāna,,190400,1356014528
Chhindwāra,Chhindwara,22.0597,78.9481,India,IN,IND,Madhya Pradesh,,190008,1356167692
Murtazābād,Murtazabad,28.7111,77.2688,India,IN,IND,Uttar Pradesh,,189117,1356121128
Bhuj,Bhuj,23.2539,69.6692,India,IN,IND,Gujarāt,,188236,1356806356
Ratanpur,Ratanpur,23.0775,72.5767,India,IN,IND,Gujarāt,,187573,1356312913
Bhusāval,Bhusaval,21.05,75.77,India,IN,IND,Mahārāshtra,,187421,1356338789
Bahraigh,Bahraigh,27.5742,81.5958,India,IN,IND,Uttar Pradesh,,186223,1356833304
Umreth,Umreth,22.6986,73.1156,India,IN,IND,Gujarāt,,185320,1356307988
Ittikara,Ittikara,8.8633,76.6972,India,IN,IND,Kerala,,185008,1356161481
Mahesāna,Mahesana,23.6,72.4,India,IN,IND,Gujarāt,,184991,1356719082
Ādoni,Adoni,15.63,77.28,India,IN,IND,Andhra Pradesh,,184625,1356357749
Alasandigutta,Alasandigutta,15.5841,77.3651,India,IN,IND,Andhra Pradesh,,184625,1356256634
Rāiganj,Raiganj,25.6167,88.1167,India,IN,IND,West Bengal,,183612,1356159126
Batāla,Batala,31.8186,75.2028,India,IN,IND,Punjab,,183314,1356786750
Sirsa,Sirsa,29.5322,75.0319,India,IN,IND,Haryāna,,182534,1356966764
Dinapore,Dinapore,25.6333,85.05,India,IN,IND,Bihār,,182241,1356729186
Tambaram,Tambaram,12.831,80.0459,India,IN,IND,Tamil Nādu,,182071,1356045454
Shrīrāmpur,Shrirampur,22.75,88.34,India,IN,IND,West Bengal,,181842,1356021505
Pālanpur,Palanpur,24.1667,72.4333,India,IN,IND,Gujarāt,,181592,1356412186
Guna,Guna,24.65,77.3167,India,IN,IND,Madhya Pradesh,,180935,1356056608
Jaunpur,Jaunpur,25.7536,82.6869,India,IN,IND,Uttar Pradesh,,180362,1356646586
Mahād,Mahad,18.083,73.417,India,IN,IND,Mahārāshtra,,180191,1356857934
Madanapalle,Madanapalle,13.55,78.5,India,IN,IND,Andhra Pradesh,,180180,1356232508
Bhachāu,Bhachau,23.28,70.35,India,IN,IND,Gujarāt,,180000,1356280913
Shivpuri,Shivpuri,25.4333,77.65,India,IN,IND,Madhya Pradesh,,179977,1356583527
Hugli,Hugli,22.9089,88.3967,India,IN,IND,West Bengal,,179931,1356109548
Sawāi Mādhopur,Sawai Madhopur,26.0211,76.3536,India,IN,IND,Rājasthān,,178700,1356577479
Phillaur,Phillaur,31.03,75.78,India,IN,IND,Punjab,,178198,1356134568
Unnāo,Unnao,26.55,80.48,India,IN,IND,Uttar Pradesh,,177658,1356012340
Sītāpur,Sitapur,27.5667,80.6833,India,IN,IND,Uttar Pradesh,,177351,1356217368
Kalamboli,Kalamboli,19.2333,73.1333,India,IN,IND,Mahārāshtra,,177154,1356537020
Sāila,Saila,25.333,72.367,India,IN,IND,Rājasthān,,176682,1356395440
Vypīn,Vypin,9.9833,76.2417,India,IN,IND,Kerala,,176567,1356850782
Mauli,Mauli,30.7194,76.7181,India,IN,IND,Punjab,,176152,1356181198
Harnaut,Harnaut,25.3667,85.5333,India,IN,IND,Bihār,,176140,1356276550
Chittoor,Chittoor,13.2,79.1167,India,IN,IND,Andhra Pradesh,,175647,1356026391
Navadwīp,Navadwip,23.4088,88.3657,India,IN,IND,West Bengal,,175474,1356449184
Kotdwāra,Kotdwara,29.7453,78.52,India,IN,IND,Uttarākhand,,175232,1356826143
Pīlibhīt,Pilibhit,28.6333,79.7667,India,IN,IND,Uttar Pradesh,,175000,1356147005
Cuddalore,Cuddalore,11.75,79.75,India,IN,IND,Tamil Nādu,,173676,1356544008
Gondal,Gondal,21.97,70.8,India,IN,IND,Gujarāt,,173353,1356305049
Chīrāla,Chirala,15.82,80.35,India,IN,IND,Andhra Pradesh,,172826,1356100300
Gadag,Gadag,15.4167,75.6167,India,IN,IND,Karnātaka,,172813,1356659359
Tiruvannāmalai,Tiruvannamalai,12.13,79.07,India,IN,IND,Tamil Nādu,,172348,1356561184
Bīdar,Bidar,17.9,77.55,India,IN,IND,Karnātaka,,172298,1356933453
Jalālābād,Jalalabad,30.62,74.25,India,IN,IND,Punjab,,172000,1356892150
Villupuram,Villupuram,11.9333,79.4833,India,IN,IND,Tamil Nādu,,171131,1356999657
Nawsari,Nawsari,20.9506,72.9231,India,IN,IND,Gujarāt,,171109,1356363404
Valsād,Valsad,20.6333,72.9333,India,IN,IND,Gujarāt,,170060,1356306193
Medinīpur,Medinipur,22.4333,87.3333,India,IN,IND,West Bengal,,169264,1356432910
Harīpur,Haripur,31.5322,75.9172,India,IN,IND,Punjab,,168443,1356141115
Malkāpur,Malkapur,20.8855,76.1993,India,IN,IND,Mahārāshtra,,167740,1356838464
Jīnd,Jind,29.3161,76.3142,India,IN,IND,Haryāna,,167592,1356620188
Chandannagar,Chandannagar,22.8671,88.3674,India,IN,IND,West Bengal,,166867,1356174802
Udipi,Udipi,13.3347,74.7462,India,IN,IND,Karnātaka,,165401,1356145399
Fyzābād,Fyzabad,26.7833,82.1333,India,IN,IND,Uttar Pradesh,,165228,1356032860
Tenāli,Tenali,16.243,80.64,India,IN,IND,Andhra Pradesh,,164937,1356831482
Conjeeveram,Conjeeveram,12.8308,79.7078,India,IN,IND,Tamil Nādu,,164384,1356148941
Madhubani,Madhubani,26.37,86.08,India,IN,IND,Bihār,,164156,1356042500
Proddatūr,Proddatur,14.73,78.55,India,IN,IND,Andhra Pradesh,,163970,1356025913
Sultānpur Mazra,Sultanpur Mazra,28.6906,77.0778,India,IN,IND,Delhi,,163716,1356062549
Agaram,Agaram,12.9403,78.2624,India,IN,IND,Andhra Pradesh,,163643,1356901751
Moga,Moga,30.8167,75.17,India,IN,IND,Punjab,,163397,1356017151
Robertsonpet,Robertsonpet,12.9547,78.2767,India,IN,IND,Karnātaka,,162230,1356245899
Godhra,Godhra,22.7772,73.6203,India,IN,IND,Gujarāt,,161925,1356386046
Multai,Multai,21.77,78.25,India,IN,IND,Madhya Pradesh,,161819,1356137691
Pangzawl,Pangzawl,22.9349,92.9349,India,IN,IND,Mizoram,,161428,1356878082
Anjangaon,Anjangaon,21.1652,77.3091,India,IN,IND,Mahārāshtra,,160903,1356712792
Budaun,Budaun,28.05,79.12,India,IN,IND,Uttar Pradesh,,159221,1356639213
Uttarpāra,Uttarpara,22.67,88.35,India,IN,IND,West Bengal,,159147,1356370311
Jāmkhed,Jamkhed,18.72,75.32,India,IN,IND,Mahārāshtra,,158380,1356720530
Bharūch,Bharuch,21.6948,72.9805,India,IN,IND,Gujarāt,,158253,1356981799
Erode,Erode,11.3428,77.7274,India,IN,IND,Tamil Nādu,,157101,1356040695
Solār,Solar,18.7333,82.9667,India,IN,IND,Odisha,,157101,1356968963
Lunglei,Lunglei,22.8866,92.7451,India,IN,IND,Mizoram,,157000,1356318741
